hastus_id,translink_id,description,street_name,nearest_cross_street,lat,long,suburb,bus_stop_type,tactile_ground_surf_indicat_y_n,boarding_point,road_gradient,cross_fall,date_of_last_audit,btn_both
6269,304907,Maranoa Street - 37A,Jones Rd,Maranoa St,-27.500349,153.087904,CARINA HEIGHTS,Regular,Y,Easy,Easy,Easy,19/06/2009,TRUE
6271,304902,Maranoa Street - 37A,Jones Rd,Maranoa St,-27.50027,153.087796,CARINA HEIGHTS,Intermediate,Y,Medium,Easy,Easy,23/05/2007,TRUE
6325,304897,Hecklemann Street - 38,Gallipoli Rd,Herbertson Rd,-27.497276,153.094052,CARINA HEIGHTS,Intermediate,N,Medium,Easy,Medium,23/05/2007,TRUE
6326,304898,Orana Street - 37,Gallipoli Rd,Herbertson Rd,-27.496593,153.094304,CARINA HEIGHTS,Regular with seat,Y,Hard,Hard,Hard,23/05/2007,TRUE
6327,304899,Hecklemann Street - 38,Gallipoli Rd,Hecklemann St,-27.498294,153.093983,CARINA HEIGHTS,Intermediate,N,Medium,Hard,Hard,23/05/2007,TRUE
6424,305323,"Mt Gravatt TAFE"""""""" Cavendish Road",Cavendish Rd,Camlet St,-27.526916,153.089956,MOUNT GRAVATT EAST,Intermediate,Y,Medium,Medium,Medium,25/05/2007,TRUE
6425,NA,"Mt Gravatt TAFE"""""""" Cavendish Road",CAVENDISH RD,NA,-27.527432,153.090542,MOUNT GRAVATT EAST,NA,NA,NA,NA,NA,NA,TRUE
6426,305324,Little Cavendish Rd - 55,Camlet St,Cavendish Rd,-27.527449,153.089987,MOUNT GRAVATT EAST,Intermediate,Y,Medium,Easy,Easy,1/11/2011,TRUE
6516,305282,Crystal Street - 50,Cavendish Rd,Crystal St,-27.51902,153.079368,HOLLAND PARK,Intermediate,N,Hard,Easy,Medium,24/05/2007,TRUE
6517,304978,Oates Avenue - 51,Cavendish Rd,Oates Av,-27.520079,153.082463,HOLLAND PARK,Intermediate,N,NA,Easy,Easy,23/05/2007,TRUE
6518,NA,Oates Avenue - 51,CAVENDISH RD,NA,-27.519777,153.082352,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
6520,305321,Carrara Shops - 52,Carrapa St,Olola St,-27.524133,153.08074,MOUNT GRAVATT EAST,Regular with seat,Y,Medium,Medium,Medium,1/11/2011,TRUE
6523,305326,Carrara Shops - 52,Carrapa St,Olola St,-27.524333,153.081056,MOUNT GRAVATT EAST,Intermediate,Y,Medium,Medium,Medium,1/11/2011,TRUE
6524,NA,NURSERY / BINYON,NURSERY RD,NA,-27.523649,153.080849,HOLLAND PARK,NA,NA,NA,Hard,Easy,NA,TRUE
6527,NA,NURSERY / COOLONG,NURSERY RD,NA,-27.522191,153.08316,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
6528,304971,"Pine Mountain"""""""" Cavendish Road",Cavendish Rd,Nursery Rd,-27.521155,153.083723,HOLLAND PARK,Intermediate,Y,Medium,Easy,Medium,23/05/2007,TRUE
6529,304977,"Pine Mountain"""""""" Cavendish Road",Cavendish Rd,Nursery Rd,-27.521201,153.08358,HOLLAND PARK,Intermediate,Y,Medium,Medium,Easy,23/05/2007,TRUE
6530,304972,Coolong Street - 53,Cavendish Rd,Coolong St,-27.523491,153.086753,MOUNT GRAVATT EAST,Intermediate,Y,Medium,Medium,Hard,31/07/2011,TRUE
6531,304976,Coolong Street - 53,Cavendish Rd,Coolong St,-27.523627,153.086715,MOUNT GRAVATT EAST,Intermediate,N,Medium,Medium,Hard,23/05/2007,TRUE
6532,304973,Coolibah Street - 54,Cavendish Rd,Coolibah St,-27.525207,153.088758,MOUNT GRAVATT EAST,Intermediate,N,Medium,Hard,Hard,23/05/2007,TRUE
6533,304975,Coolibah Street - 54,Cavendish Rd,Camlet St,-27.525445,153.088775,MOUNT GRAVATT EAST,Intermediate,N,NA,Medium,Medium,23/05/2007,TRUE
6536,NA,Boambillee Street - 55,DUNBAR ST,NA,-27.527269,153.085404,MOUNT GRAVATT EAST,NA,NA,NA,NA,NA,NA,TRUE
6537,NA,Boambillee Street - 55,BOAMBILLEE ST,NA,-27.527092,153.085411,MOUNT GRAVATT EAST,NA,NA,NA,NA,NA,NA,TRUE
6538,305342,Dunbar Street - 54,Dunbar St,Boambillee St,-27.525833,153.084476,MOUNT GRAVATT EAST,Regular with seat,Y,Medium,Hard,Hard,25/05/2007,TRUE
6539,NA,Dunbar Street - 54,DUNBAR ST,NA,-27.525634,153.084494,MOUNT GRAVATT EAST,NA,NA,Medium,Hard,Medium,NA,TRUE
6540,305325,Yarranabbe Street - 53,Carrapa St,Yarranabbe St,-27.524368,153.082397,MOUNT GRAVATT EAST,Regular with seat,Y,Medium,Easy,Hard,25/05/2007,TRUE
6541,305322,Yarranabbe Street - 53,Carrapa St,Ginahgulla St,-27.524235,153.082562,MOUNT GRAVATT EAST,Regular with seat,Y,Easy,Easy,Hard,25/05/2007,TRUE
6611,NA,Villanova College,SIXTH AVE,NA,-27.496327,153.052411,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
6612,NA,Villanova College,DOWAR ST,NA,-27.496438,153.052482,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
6635,NA,Newfarm Meal Room,BRUNSWICK ST,NA,-27.47152,153.051841,NEW FARM,NA,NA,NA,NA,NA,NA,TRUE
6636,NA,Lamington St,NA,NA,-27.46786,153.053361,NEW FARM,NA,NA,NA,NA,NA,NA,TRUE
7026,NA,Russell St app Cordelia,RUSSELL ST,NA,-27.477494,153.016096,SOUTH BRISBANE,NA,NA,NA,NA,NA,NA,TRUE
8011,NA,Langlands Park Station Platform 2,OLD CLEVELAND RD,NA,-27.498485,153.049585,GREENSLOPES,NA,NA,NA,NA,NA,NA,TRUE
8012,NA,Langpark Mealroom,PANITYA ST,NA,-27.497961,153.049845,GREENSLOPES,NA,NA,NA,NA,NA,NA,TRUE
8170,NA,WESTERHAM / INDOOROOPILLY,INDOOROOPILLY RD,NA,-27.49562,152.989179,TARINGA,NA,NA,NA,NA,NA,NA,TRUE
9993,NA,Toowong Park & Ride  Holding Bay,MISKIN ST,NA,-27.478813,152.98321,TOOWONG,NA,NA,NA,NA,NA,NA,TRUE
10026,NA,Rowton Street - 47,ELGAR ST,NA,-27.520257,153.071782,HOLLAND PARK,NA,NA,Hard,Hard,Hard,NA,TRUE
10027,NA,Heidelberg Street - 14,HEIDELBERG ST,NA,-27.481829,153.04623,EAST BRISBANE,NA,NA,NA,NA,NA,NA,TRUE
10075,302971,Dowse Street - 5,Dowse St,Charlotte St,-27.461167,153.00916,PADDINGTON,Regular,N,NA,Easy,Easy,18/04/2007,TRUE
10076,302970,Dowse Street - 5,Dowse St,Charlotte St,-27.461278,153.009262,PADDINGTON,Regular,Y,Medium,Easy,Easy,18/04/2007,TRUE
10077,302073,"Newmarket"""""""" - 20",Enoggera Rd,Newmarket Rd,-27.437667,153.007261,NEWMARKET,Intermediate,Y,Easy,Easy,Easy,29/03/2007,TRUE
10078,NA,Upper Roma Street - 3,NA,NA,-27.466129,153.015439,BRISBANE CITY,NA,NA,NA,NA,NA,NA,TRUE
10079,304257,Mollison Street - 5,Mollison St,Boundary St,-27.477055,153.011924,SOUTH BRISBANE,Regular with seat,Y,Medium,Easy,Easy,28/06/2011,TRUE
10080,NA,Hail and Ride Brereton Street,BOUNDARY ST,NA,-27.474987,153.013112,SOUTH BRISBANE,NA,NA,NA,NA,NA,NA,TRUE
10089,304271,Brisbane State High - 3,Ernest St,Merivale St,-27.480461,153.019665,SOUTH BRISBANE,Regular with seat,Y,Medium,Easy,Medium,28/11/2011,TRUE
10105,NA,Nudgee Road - 29,ALLEN ST,NA,-27.436583,153.071032,HAMILTON,NA,NA,NA,NA,NA,NA,TRUE
10106,300883,Nudgee Road - 29,Nudgee Rd,Allen St,-27.436634,153.070864,HAMILTON,Regular with seat,N,NA,Hard,NA,20/04/2007,TRUE
10125,304757,Pembroke Street - 42,Stanley Rd,Pembroke St,-27.488892,153.092815,CARINA,Intermediate,Y,Medium,NA,Easy,22/05/2007,TRUE
10126,304744,Pembroke Street - 42,Stanley Rd,Pembroke St,-27.488806,153.093113,CARINA,Intermediate,Y,Medium,Easy,Medium,21/05/2007,TRUE
10132,303998,Park-Crichton - 27,Crichton St,Park Rd,-27.523766,153.018463,YEERONGPILLY,Intermediate,N,Medium,Hard,Hard,19/04/2007,TRUE
10133,303896,Stamford Road - 22/23,Moggill Rd,Stamford Rd,-27.497417,152.974393,INDOOROOPILLY,Intermediate,Y,Medium,Easy,Hard,18/04/2007,TRUE
10136,304738,Arrol Street - 37,Stanley Rd,The Promenade,-27.48728,153.082346,CAMP HILL,Intermediate,Y,Medium,Hard,Hard,21/05/2007,TRUE
10141,NA,Heath Street - 15,HEIDELBERG ST,NA,-27.480224,153.046532,EAST BRISBANE,NA,NA,NA,NA,NA,NA,TRUE
10142,305778,Harrison Street - 40C,Harrison St,McConnell St,-27.443687,153.060065,BULIMBA,Regular with seat,N,Hard,Easy,Easy,29/05/2007,TRUE
10143,NA,Byron Street - 41,BYRON ST,NA,-27.443898,153.063369,BULIMBA,NA,NA,NA,NA,NA,NA,TRUE
10144,NA,Shakespeare Street - 39,APOLLO RD,NA,-27.446394,153.063316,BULIMBA,NA,NA,Medium,Hard,Easy,NA,TRUE
10145,306148,Heath Street - 15,Heidelberg St,Heath St,-27.480205,153.046659,EAST BRISBANE,Intermediate,N,Medium,Medium,Medium,31/05/2007,TRUE
10146,306149,Heidelberg Street - 14,Heidelberg St,Mowbray Tce,-27.481976,153.046325,EAST BRISBANE,Intermediate,N,Medium,NA,Easy,31/05/2007,TRUE
10147,NA,GREY / TRIBUNE,GLENELG ST,NA,-27.481703,153.023526,SOUTH BRISBANE,NA,NA,NA,NA,NA,NA,TRUE
10152,302785,Girraween Grove - 21/22,Waterworks Rd,Haig St,-27.448078,152.981618,ASHGROVE,Intermediate,Y,Hard,Medium,Medium,17/04/2007,TRUE
10153,302782,"Ashgrove"""""""" Waterworks Road",Waterworks Rd,Stewart Rd,-27.445555,152.9928,ASHGROVE,Intermediate,Y,Hard,Medium,Medium,24/05/2010,TRUE
10160,302852,Girraween Grove - 21,Waterworks Rd,Girraween Gr,-27.4475,152.982734,ASHGROVE,Intermediate,Y,Medium,Medium,Medium,17/04/2007,TRUE
10162,302766,Red Hill Shops - 8,Musgrave Rd,Water St,-27.455044,153.006987,RED HILL,Intermediate,Y,Medium,Medium,Easy,14/04/2007,TRUE
10169,NA,Sexton Street - District Stop,SEXTON ST,NA,-27.516525,153.041693,TARRAGINDI,NA,NA,NA,NA,NA,NA,TRUE
10172,NA,Sexton Street - District Stop,SEXTON ST,NA,-27.516794,153.041946,TARRAGINDI,NA,NA,NA,NA,NA,NA,TRUE
10179,302872,Old Ithaca Fire Station - 9,Latrobe Tce,Gladestone St,-27.458818,152.999818,PADDINGTON,Regular with seat,N,Medium,Medium,Hard,17/04/2007,TRUE
10180,302873,"Paddington Central"""""""" Latrobe Terrace - 10",Latrobe Tce,Warmington St,-27.459242,152.99807,PADDINGTON,Intermediate,N,NA,NA,NA,17/04/2007,TRUE
10181,302878,"Bardon"""""""" MacGregor Terrace",Macgregor Tce,Simpsons Rd,-27.458126,152.986375,BARDON,Regular with seat,Y,Medium,Easy,Medium,27/11/2009,TRUE
10182,306320,Burke Street - 25,Old Cleveland Rd,Burke St,-27.492161,153.063752,COORPAROO,Intermediate,N,NA,NA,NA,4/06/2007,TRUE
10185,305759,"Coorparoo"""""""" Old Cleveland Road",Old Cleveland Rd,Amelia St,-27.494888,153.058817,COORPAROO,Regular with seat,N,NA,NA,NA,29/05/2007,TRUE
10187,304903,Hill Crescent - 35/36,Jones Rd,Osterley Rd,-27.496928,153.088418,CARINA HEIGHTS,Regular with seat,Y,Medium,Medium,Hard,23/05/2007,TRUE
10188,304906,Hill Crescent - 35/36,Jones Rd,Osterley Rd,-27.496744,153.088576,CARINA HEIGHTS,Regular with seat,Y,NA,NA,NA,23/05/2007,TRUE
10189,306096,Stones Corner Library - 17/15,Old Cleveland Rd,Cleveland St,-27.498482,153.043671,GREENSLOPES,Regular with seat,Y,Medium,NA,Easy,31/05/2007,TRUE
10190,306318,"Coorparoo"""""""" Old Cleveland Road",Old Cleveland Rd,Amelia St,-27.494703,153.058566,COORPAROO,Regular with seat,Y,Medium,Easy,Easy,4/06/2007,TRUE
10196,300928,Parkview - 14,Edmondstone Rd,Wickham Gr,-27.44296,153.041118,BOWEN HILLS,Regular,Y,Hard,Easy,Easy,19/01/2012,TRUE
10197,300929,Parkview - 14,Edmondstone Rd,Wickham Gr,-27.443455,153.041287,BOWEN HILLS,Regular with seat,Y,Easy,NA,NA,19/01/2012,TRUE
10226,304758,Sage Street - 41,Stanley Rd,Sage St,-27.488648,153.091103,CARINA,Intermediate,Y,Medium,Hard,Medium,22/05/2007,TRUE
10227,304759,Lunga Street - 40,Stanley Rd,Broadway St,-27.488282,153.088507,CARINA,Intermediate,Y,Medium,Hard,Easy,20/07/2012,TRUE
10228,NA,"Coorparoo Secondary College"""""""" Stanley Street East",NA,NA,-27.487205,153.054765,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
10230,304700,St Thomas Primary - 31,Perth St,Joseph St,-27.486446,153.073022,CAMP HILL,Intermediate,Y,Easy,Medium,Easy,21/05/2007,TRUE
10231,NA,Darcy Road - 40,OATESON SKYLINE DR,NA,-27.478969,153.071086,SEVEN HILLS,NA,NA,NA,NA,NA,NA,TRUE
10240,305795,Wambool Street - 31,Oxford St,Wambool St,-27.451234,153.058865,BULIMBA,Intermediate,Y,Hard,Easy,Easy,29/05/2007,TRUE
10242,NA,Carraway Street - 6,NA,NA,-27.454509,153.01389,KELVIN GROVE,NA,NA,Medium,Medium,Easy,NA,TRUE
10243,NA,'Holding Stand' TANK ST -A- NORTH QUAY,TANK ST,NA,-27.46862,153.019804,BRISBANE CITY,NA,NA,NA,NA,NA,NA,TRUE
10245,NA,Jack Cook Park - 18/19,GAILEY RD,NA,-27.494259,152.990764,TARINGA,NA,NA,NA,NA,NA,NA,TRUE
10246,NA,Jack Cook Park - 18/19,INDOOROOPILLY RD,NA,-27.493965,152.990954,TARINGA,NA,NA,Medium,Easy,Easy,NA,TRUE
10251,NA,Chasely Street - 8,NA,NA,-27.477925,153.000098,AUCHENFLOWER,NA,NA,NA,NA,NA,NA,TRUE
10260,305220,Baron St - 18,Juliette St,Earl St,-27.504483,153.041201,GREENSLOPES,Intermediate,N,NA,NA,NA,24/05/2007,TRUE
10262,304948,Rossmore Ave - 32,Chatsworth Rd,Rossmore Av,-27.504762,153.064867,COORPAROO,Regular with seat,N,NA,NA,NA,20/07/2012,TRUE
10288,304080,Hyde-Rome St Nth - 27,Hyde Rd,Lily Av,-27.510793,153.010575,YERONGA,Intermediate,Y,Hard,Medium,Medium,1/05/2007,TRUE
10301,NA,Kadumba - 22,KADUMBA ST,NA,-27.515861,153.016893,YERONGA,NA,NA,NA,NA,NA,NA,TRUE
10308,301019,Llewellyn Street,Sydney St,Sargent St,-27.472553,153.044225,NEW FARM,Regular with seat,Y,Easy,Easy,Easy,1/11/2011,TRUE
10309,306335,Bardsley Avenue - 20,Logan Rd,Bardsley Av,-27.505209,153.048783,GREENSLOPES,Intermediate,N,NA,NA,NA,4/06/2007,TRUE
10313,304922,Kelsey Street - 35,Newman Av,Kelsey St,-27.497859,153.069195,CAMP HILL,Regular,Y,Medium,Hard,Easy,19/06/2009,TRUE
10316,303623,York Street - 29,York St,Prince St,-27.495156,152.977723,INDOOROOPILLY,Regular,N,NA,Medium,Easy,12/04/2007,TRUE
10318,301015,Elystan Street,Elystan Rd,Mark St,-27.471632,153.04902,NEW FARM,Regular,Y,Easy,Hard,Hard,1/11/2011,TRUE
10320,NA,Villiers Street - 18,VILLIERS ST,NA,-27.461935,153.049498,TENERIFFE,NA,NA,NA,NA,NA,NA,TRUE
10321,NA,Montague Road - 3A,MONTAGUE RD,NA,-27.471028,153.015301,SOUTH BRISBANE,NA,NA,NA,NA,NA,NA,TRUE
10322,NA,Soudan Street - 24,BENT ST,NA,-27.484285,152.980125,TOOWONG,NA,NA,NA,NA,NA,NA,TRUE
10323,NA,Ashgrove - Harry Street - 27,STEWART RD,NA,-27.444523,152.992254,ASHGROVE,NA,NA,Medium,Hard,Medium,NA,TRUE
10324,303809,Exmouth Street - 26,Exmouth St,Camp St,-27.484734,152.97713100000001,TOOWONG,Regular,N,Medium,Hard,Hard,17/04/2007,TRUE
10325,300937,James Street - 9,James St,Arthur St,-27.457563,153.04107,FORTITUDE VALLEY,Regular with seat,N,Easy,Easy,Medium,23/04/2007,TRUE
10330,NA,Hawthorne Street - 13,MERTHYR RD,NA,-27.463393,153.049733,NEW FARM,NA,NA,NA,NA,NA,NA,TRUE
10331,300951,Saratoga - 13A,Macquarie St,Hastings St,-27.461113,153.050037,TENERIFFE,Regular with seat,Y,Easy,Easy,Easy,23/04/2007,TRUE
10332,NA,Hawthorne Street - 13,MERTHYR RD,NA,-27.46333,153.049984,NEW FARM,NA,NA,NA,NA,NA,NA,TRUE
10335,305902,Raff Ave - 25,Logan Rd,Raff Av,-27.513511,153.054424,GREENSLOPES,Intermediate,Y,Medium,Easy,Hard,30/05/2007,TRUE
10341,305903,C.B. Mott Park - 26,Logan Rd,Poet St,-27.515304,153.056685,HOLLAND PARK,Intermediate,Y,Medium,Easy,Hard,20/01/2011,TRUE
10343,300959,Hastings Street,Kingholme St,Hastings St,-27.461183,153.048741,TENERIFFE,Regular,Y,Easy,Easy,NA,19/01/2012,TRUE
10345,NA,Holland Road - 43A,LOGAN RD,NA,-27.52067,153.063711,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
10346,305252,Greenmount Avenue - 45,Holland Rd,Murton Av,-27.517091,153.06936,HOLLAND PARK,Regular,N,Medium,Hard,NA,24/05/2007,TRUE
10347,NA,Rowton Street - 47,ROWTON ST,NA,-27.520203,153.072084,HOLLAND PARK,NA,NA,Medium,Hard,Medium,NA,TRUE
10348,NA,Lestrange Terrace Zone D,NA,NA,-27.448933,153.012827,KELVIN GROVE,NA,NA,NA,NA,NA,NA,TRUE
10349,NA,Elgar Street - 47A,ELGAR ST,NA,-27.521005,153.070803,HOLLAND PARK,NA,NA,Hard,Easy,Medium,NA,TRUE
10350,NA,Lestrange Terrace Zone C - private buses,VICTORIA PARK RD,NA,-27.449146,153.012504,KELVIN GROVE,NA,NA,NA,NA,NA,NA,TRUE
10351,300954,Hough Lane,Harcourt St,Commercial Rd,-27.454457,153.045954,TENERIFFE,Intermediate,N,Easy,Hard,Hard,23/04/2007,TRUE
10352,300941,Hough Lane,Harcourt St,Commercial Rd,-27.455284,153.044979,TENERIFFE,Regular,N,NA,NA,NA,23/04/2007,TRUE
10353,NA,The Fiveways - 9,MAIN ST,NA,-27.485621,153.035832,WOOLLOONGABBA,NA,NA,NA,NA,NA,NA,TRUE
10354,NA,Seville Shops - 48,CRADOCK ST,NA,-27.521385,153.074012,HOLLAND PARK,NA,NA,Medium,Easy,Hard,NA,TRUE
10356,NA,Mar Street - 49,CRADOCK ST,NA,-27.523064,153.075965,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
10358,305272,Glindemann Drive - 47B,Glindemann Dr,Seville Rd,-27.522808,153.070971,HOLLAND PARK,Regular with seat,Y,Medium,Easy,Hard,1/11/2011,TRUE
10359,303709,Norm Buchan Park East - 12,Rainworth Rd,Baroona Rd,-27.465642,152.991736,BARDON,Regular,Y,Easy,Medium,Medium,13/04/2007,TRUE
10360,305273,Glindemann Drive - 47B,Glindemann Dr,Seville Rd,-27.522831,153.071139,HOLLAND PARK,Regular with seat,Y,Medium,NA,Hard,1/11/2011,TRUE
10361,NA,"City Sights Stop """"""""South Bank Parklands"""""""" Grey Stree",GREY ST,NA,-27.478763,153.021801,SOUTH BRISBANE,NA,NA,Medium,Easy,Easy,NA,TRUE
10362,305271,Seville Road - 47C,Seville Rd,Glindemann Dr,-27.522817,153.071953,HOLLAND PARK,Regular with seat,Y,Medium,Hard,Hard,24/05/2007,TRUE
10363,302912,QUT Victoria Park Rd,Victoria Park Rd,Musk Av,-27.452087,153.015979,KELVIN GROVE,Premium,Y,Medium,Medium,Easy,18/04/2007,TRUE
10364,305274,Seville Road - 47C,Seville Rd,Dobbie St,-27.522644,153.072017,HOLLAND PARK,Regular with seat,Y,Medium,Medium,Easy,1/11/2011,TRUE
10365,NA,Captain Cook Bridge Holding Stop,GARDENS POINT RD,NA,-27.477329,153.026474,BRISBANE CITY,NA,NA,NA,NA,NA,NA,TRUE
10370,305257,Elgar Street - 47A,Elgar St,Olroy St,-27.521158,153.070353,HOLLAND PARK,Intermediate,N,Hard,Easy,Hard,24/05/2007,TRUE
10372,305253,Greenmount Avenue - 45,Holland Rd,Murton Av,-27.517006,153.06976,HOLLAND PARK,Intermediate,Y,Medium,Medium,Easy,24/05/2007,TRUE
10381,302727,Davies Road - 33,Davies Rd,Coolibah St,-27.454754,152.975708,ASHGROVE,Regular with seat,Y,Medium,Easy,Hard,13/04/2007,TRUE
10383,NA,Arthur Terrace - 15A,ARTHUR TCE,NA,-27.450517,152.994264,RED HILL,NA,NA,NA,NA,NA,NA,TRUE
10384,NA,Kayes Rocks - 15,NA,NA,-27.488733,152.993903,TOOWONG,NA,NA,NA,NA,NA,NA,TRUE
10386,304034,"Clifton Hill"""""""" O/B Ipswich Road FS Beaudesert Rd",Ipswich Rd,Beaudesert Rd,-27.525557,153.022598,MOOROOKA,Intermediate,N,Hard,NA,Medium,1/05/2007,TRUE
10388,305200,Shire Street - 27/28,Cavendish Rd,Shire St,-27.496449,153.060535,COORPAROO,Intermediate,N,Medium,Easy,Medium,24/05/2007,TRUE
10389,304955,Express Only Stop Cavendish Road,Cavendish Rd,Chatsworth Rd,-27.505881,153.062151,COORPAROO,Regular,N,NA,NA,NA,23/05/2007,TRUE
10390,304957,Loreto College - 35,Cavendish Rd,Walker St,-27.50935,153.064067,COORPAROO,Regular with seat,N,NA,NA,NA,23/05/2007,TRUE
10392,304958,Arlington Street - 37,Cavendish Rd,Arlington St,-27.511741,153.066316,COORPAROO,Intermediate,Y,Medium,Easy,Hard,23/05/2007,TRUE
10393,304960,Stoneleigh Street - 38,Cavendish Rd,Stoneliegh St,-27.512769,153.069986,COORPAROO,Regular,Y,Medium,Hard,Hard,23/05/2007,TRUE
10394,NA,Cavendish Rd Reservoir - 40,CAVENDISH RD,NA,-27.515466,153.072894,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
10395,304969,Crystal Street - 50,Cavendish Rd,Crystal St,-27.518807,153.078518,HOLLAND PARK,Intermediate,Y,Medium,Hard,Hard,23/05/2007,TRUE
10397,302695,Glenlyon Drive - 39C,Glenlyon Dr,Cypress Dr,-27.445143,152.979999,ASHGROVE,Regular,N,NA,NA,NA,13/04/2007,TRUE
10398,302694,Glenlyon Drive - 39C,Glenlyon Dr,Cypress Dr,-27.445431,152.980032,ASHGROVE,Regular,Y,Medium,Easy,Easy,15/03/2011,TRUE
10409,305371,York Street - 29,Cavendish Rd,Leigh St,-27.49859,153.061705,COORPAROO,Intermediate,Y,Medium,Easy,Easy,25/05/2007,TRUE
10411,306091,Bardsley Avenue - 20,Logan Rd,Bardsley Av,-27.505208,153.048331,GREENSLOPES,Intermediate,N,NA,NA,NA,31/05/2007,TRUE
10416,302933,Windsor/Prospect - 9,Windsor Rd,Prospect Tce,-27.452119,153.006995,RED HILL,Regular,Y,Medium,Hard,NA,18/04/2007,TRUE
10417,302936,Windsor Road - 12,Windsor Rd,Errard St,-27.446478,153.006252,KELVIN GROVE,Regular,Y,Medium,Easy,Easy,19/01/2012,TRUE
10418,302020,Ashgrove Avenue - 25,Ashgrove Av,Bott St,-27.442376,152.995539,ASHGROVE,Intermediate,Y,Easy,Easy,Easy,6/08/2009,TRUE
10419,NA,Victoria Street - 33,VICTORIA ST,NA,-27.434562,152.987965,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
10420,302691,Arinya Road - 39,Arinya Rd,Mirrabooka Rd,-27.440478,152.983624,ASHGROVE,Regular with seat,N,NA,NA,NA,13/04/2007,TRUE
10421,301623,Seymour Rd - 28,Kingsford Smith Dr,Seymour Rd,-27.438254,153.067883,HAMILTON,Regular with seat,N,Medium,Hard,Medium,7/05/2007,TRUE
10423,301662,Remora Road  29,Kingsford Smith Dr,Remora Rd,-27.437751,153.070113,HAMILTON,Regular,N,Medium,Easy,Medium,11/05/2007,TRUE
10424,301663,Harbour View - 28/27,Kingsford Smith Dr,Seymour Rd,-27.438696,153.066833,HAMILTON,Regular with seat,N,Medium,Easy,Medium,11/05/2007,TRUE
10425,304684,Agnew Street - 42,Agnew St,Walker Av,-27.476662,153.069018,MORNINGSIDE,Regular,N,NA,Easy,Hard,21/05/2007,TRUE
10426,NA,Rialto St - 19A,CORNWALL ST,NA,-27.503623,153.050916,GREENSLOPES,NA,NA,NA,NA,NA,NA,TRUE
10427,305236,Darreen St - 19,Cornwall St,Logan Rd,-27.503087,153.047706,GREENSLOPES,Regular with seat,Y,Medium,Hard,Medium,24/05/2007,TRUE
10428,304095,Kadumba-Eversley - 23,Kadumba St,Eversley Tce,-27.515542,153.015386,YERONGA,Intermediate,Y,Easy,Easy,Medium,20/07/2012,TRUE
10429,303951,The Brisbane Golf Club - 36,Tennyson Memorial Av,Varley St,-27.526926,153.00947,YEERONGPILLY,Intermediate,N,Medium,Easy,Easy,19/04/2007,TRUE
10430,303953,Softstone Street - 38,Softstone St,King Arthur Tce,-27.524981,153.004506,TENNYSON,Regular with seat,Y,Easy,Medium,Easy,19/04/2007,TRUE
10431,303986,Wharf Street - 52,Wharf St,Bridge St,-27.510183,152.974861,CHELMER,Regular with seat,Y,Medium,Easy,Easy,19/04/2007,TRUE
10432,303663,Tarcoola Street - 27,Hawken Dr,Tarcoola St,-27.504585,153.000393,ST LUCIA,Regular,N,NA,Hard,Hard,12/04/2007,TRUE
10433,NA,Wharf Street - 52,WHARF ST,NA,-27.510196,152.975053,CHELMER,NA,NA,Easy,Easy,Easy,NA,TRUE
10435,NA,Victoria Street - 33,VICTORIA ST,NA,-27.434463,152.988042,ASHGROVE,Intermediate,NA,NA,NA,NA,NA,TRUE
10437,304979,Stimpson Park - 29,Beaudesert Rd,Colebrook Av,-27.526054,153.022998,MOOROOKA,Intermediate,N,Medium,NA,Hard,23/05/2007,TRUE
10447,NA,Portside - Remora,REMORA RD,NA,-27.439345,153.070452,HAMILTON,NA,NA,NA,Medium,NA,NA,TRUE
10460,304035,Kadumba-Eversley - 23,Kadumba St,Eversley Tce,-27.515571,153.014721,YERONGA,Intermediate,N,Medium,Easy,Hard,1/05/2007,TRUE
10473,NA,Hawthorne Road - 21A,HAWTHORNE RD,NA,-27.469357,153.059149,HAWTHORNE,NA,NA,NA,NA,NA,NA,TRUE
10474,NA,Hail and Ride Stop Boundary Street,BOUNDARY ST,NA,-27.478904,153.012515,WEST END,NA,NA,NA,NA,NA,NA,TRUE
10475,304740,Lunga Street - 40,Stanley Rd,Lunga St,-27.488099,153.088123,CARINA,Intermediate,N,Medium,Medium,Hard,21/05/2007,TRUE
10479,304197,Hail and Ride Stop Boundary Street,Boundary St,Dornoch Tce,-27.487712,153.010717,WEST END,Regular with seat,N,Medium,Medium,Easy,2/05/2007,TRUE
10480,304198,Hail and Ride Stop Boundary Street,Boundary St,Bristol St,-27.48617,153.011009,WEST END,Regular,N,Medium,Medium,Easy,2/05/2007,TRUE
10481,304199,Hail and Ride Stop Boundary Street,Boundary St,Whynot St,-27.485213,153.01119,WEST END,Regular with seat,Y,Medium,Easy,Easy,17/09/2011,TRUE
